PrecinctID,PrecinctPop,DemocratP,GreenP,LibertarianP,OtherPartiesP,RepublicanP,UnaffiliatedP
24031007-004,4474,0.633885,0.00111757,0.00402325,0.00759946,0.142825,0.21055
24031007-005,2243,0.657156,0.000445831,0.00312082,0.0107,0.144004,0.184574
24031007-006,2447,0.662852,0.00204332,0.00204332,0.00735595,0.13772,0.187985
24031007-007,2019,0.641407,0.00297177,0.00198118,0.00693413,0.138187,0.208519
24031007-008,3573,0.615449,0.00307865,0.00755668,0.00923594,0.128463,0.236216
24031007-009,2604,0.61828,0.00345622,0.00345622,0.00691244,0.15361,0.214286
24031007-010,3007,0.620552,0.00365813,0.00432325,0.0119721,0.153642,0.205853
24031007-011,3333,0.669067,0.0030003,0.00420042,0.0060006,0.111311,0.206421
24031007-012,2800,0.647143,0.00214286,0.00321429,0.00678571,0.133214,0.2075
24031007-013,3224,0.569169,0.00217122,0.00527295,0.00930521,0.209367,0.204715
24031007-015,3641,0.574018,0.0005493,0.00137325,0.00906344,0.196924,0.218072
24031007-016,2103,0.616262,0.00332858,0.00760818,0.00332858,0.170709,0.198764
24031007-018,2606,0.671144,0.00153492,0.00345357,0.00729087,0.129701,0.186876
24031007-019,4162,0.604998,0.00240269,0.0031235,0.00768861,0.161461,0.220327
24031007-020,2370,0.563713,0.00295359,0.00379747,0.00632911,0.190295,0.232911
24031007-021,1264,0.620253,0.00158228,0.00237342,0.00553797,0.200158,0.170095
24031007-022,2268,0.647266,0.000881834,0.00308642,0.0101411,0.133598,0.205026
24031007-023,4236,0.585222,0.00188857,0.00236072,0.00708215,0.193815,0.209632
24031007-024,2554,0.588097,0.00430697,0.00234926,0.00783085,0.209475,0.18794
24031007-025,2526,0.580364,0.0023753,0.0023753,0.00989707,0.167458,0.23753
24031007-026,3747,0.650921,0.0026688,0.00560448,0.0125434,0.12143,0.206832
24031007-027,1815,0.561983,0.000550964,0.00385675,0.00991736,0.202755,0.220937
24031007-028,1932,0.565217,0.0015528,0.00517598,0.00983437,0.183747,0.234472
24031007-031,990,0.616162,0.0030303,0.0010101,0.00808081,0.143434,0.228283
24031007-032,1391,0.553559,0.00143781,0.000718907,0.015816,0.258807,0.169662
24031008-001,3635,0.540578,0.00165062,0.00715268,0.00687758,0.242091,0.201651
24031008-002,4074,0.526755,0.00171821,0.00638193,0.00662739,0.269023,0.189494
24031008-003,2871,0.491815,0.00174155,0.0066179,0.0121909,0.272727,0.214908
24031008-004,1441,0.449688,0.00138793,0.00485774,0.00693963,0.301874,0.235253
24031008-005,2700,0.446296,0.00185185,0.0037037,0.00444444,0.34,0.203704
24031008-006,4146,0.485769,0.00313555,0.00578871,0.00747709,0.291606,0.206223
24031008-007,3774,0.487811,0.00211977,0.00370959,0.00874404,0.293588,0.204028
24031008-008,3261,0.466728,0.00153327,0.00306654,0.00797301,0.273536,0.247163
24031008-009,3395,0.538144,0.000883652,0.0017673,0.00706922,0.253314,0.198822
24031008-010,2022,0.581602,0.00296736,0.0049456,0.00642928,0.188922,0.215134
24031008-011,2738,0.561724,0.00109569,0.00438276,0.00657414,0.206355,0.219869
24031008-012,2905,0.485714,0.00137694,0.00481928,0.00481928,0.265404,0.237866
24031008-014,28,0.678571,0,0,0,0.107143,0.214286
24031008-015,363,0.526171,0,0.00275482,0.00550964,0.187328,0.278237
24031009-001,3903,0.619267,0.00307456,0.00640533,0.0110172,0.1299,0.230336
24031009-002,4450,0.604944,0.00337079,0.00561798,0.00966292,0.153258,0.223146
24031009-003,2158,0.586191,0.00463392,0.0115848,0.00926784,0.141798,0.246525
24031009-004,2711,0.580229,0.00221321,0.00368868,0.00774622,0.184803,0.221321
24031009-005,2736,0.592105,0.00402047,0.00511696,0.00694444,0.180556,0.211257
24031009-006,3348,0.552569,0.00388292,0.00597372,0.00776583,0.164875,0.264934
24031009-007,3335,0.653673,0.00449775,0.0047976,0.011994,0.103448,0.221589
24031009-008,3744,0.63141,0.00133547,0.00774573,0.00641026,0.129808,0.223291
24031009-009,4067,0.63167,0.00344234,0.00442587,0.0113105,0.13253,0.216622
24031009-010,800,0.5425,0.00375,0.00375,0.0175,0.1675,0.265
24031009-011,2575,0.572427,0.00271845,0.00893204,0.00932039,0.179417,0.227184
24031009-012,2799,0.593426,0.00142908,0.00500179,0.00714541,0.182208,0.21079
24031009-013,3301,0.518934,0.00181763,0.00514995,0.00999697,0.181763,0.282339
24031009-014,2537,0.546709,0.00315333,0.0035475,0.00945999,0.192353,0.244777
24031009-015,2847,0.630488,0.00245873,0.00632244,0.00983491,0.129961,0.220934
24031009-016,2354,0.642311,0.00382328,0.00637213,0.011045,0.115548,0.220901
24031009-018,2688,0.608259,0.00223214,0.00558036,0.0111607,0.133557,0.239211
24031009-020,2200,0.585455,0.00272727,0.00681818,0.00590909,0.184545,0.214545
24031009-021,2444,0.517185,0.00368249,0.00859247,0.00736498,0.223813,0.239362
24031009-022,3466,0.603866,0.00230814,0.00663589,0.00923254,0.15955,0.218407
24031009-024,2088,0.567529,0.00287356,0.0100575,0.00766284,0.149904,0.261973
24031009-025,2286,0.538933,0.00131234,0.00743657,0.00393701,0.192913,0.255468
24031009-026,2833,0.636075,0.00282386,0.00670667,0.00847158,0.122838,0.223085
24031009-027,3780,0.511111,0.0015873,0.00740741,0.0121693,0.231217,0.236508
24031009-028,1147,0.571927,0.00087184,0,0.0183086,0.305144,0.103749
24031009-029,2509,0.60542,0.00478278,0.00757274,0.00836987,0.153846,0.220008
24031009-030,2792,0.570559,0.00286533,0.00429799,0.00537249,0.159384,0.257521
24031009-031,3370,0.588131,0.00267062,0.00356083,0.0124629,0.160237,0.232938
24031009-032,590,0.657627,0.00169492,0.0101695,0.00847458,0.110169,0.211864
24031009-033,2311,0.546517,0.0034617,0.00735612,0.0099524,0.173518,0.259195
24031009-034,3117,0.628489,0.00160411,0.00834135,0.00930382,0.128329,0.223933
24031009-035,4309,0.515665,0.00232072,0.00440938,0.00789046,0.210722,0.258993
24031009-036,2328,0.559278,0.00214777,0.00730241,0.012457,0.169244,0.24957
24031009-037,2059,0.600291,0.00194269,0.00582807,0.0106848,0.165129,0.216124
24031009-038,455,0.661538,0.00659341,0.0043956,0.010989,0.123077,0.193407
24031009-039,29,0.551724,0,0,0,0.103448,0.344828
24031009-040,2480,0.53629,0.00282258,0.00806452,0.00967742,0.159274,0.283871
24031009-041,2118,0.597734,0.00283286,0.00519358,0.00897073,0.135505,0.249764
24031010-001,1666,0.452581,0.00060024,0.00540216,0.012605,0.305522,0.223289
24031010-002,2711,0.415345,0.0011066,0.00295094,0.0103283,0.330136,0.240133
24031010-003,2415,0.51677,0.00207039,0.00414079,0.010766,0.24058,0.225673
24031010-004,1567,0.52074,0.00191449,0.00382897,0.00701978,0.191449,0.275048
24031010-005,2452,0.526509,0.00122349,0.00203915,0.0106036,0.213703,0.245922
24031010-006,2395,0.569937,0.00125261,0.00250522,0.0133612,0.187474,0.22547
24031010-007,2886,0.504158,0.0003465,0.0024255,0.00935551,0.248441,0.235274
24031010-009,2809,0.432538,0.000355999,0.00249199,0.0131719,0.301887,0.249555
24031010-010,2964,0.496964,0.000337382,0.00236167,0.011471,0.261134,0.227733
24031010-011,1916,0.58977,0.00417537,0.0026096,0.0146138,0.153445,0.235386
24031010-012,2902,0.562715,0.00275672,0.00516885,0.0130944,0.177464,0.238801
24031010-013,1769,0.545506,0.00113058,0.00226116,0.00791408,0.17524,0.267948
24031011-000,1803,0.449251,0.00221852,0.00665557,0.0110926,0.331115,0.199667
24031012-001,2336,0.339041,0.000856164,0.0072774,0.00556507,0.407534,0.239726
24031012-002,2633,0.348272,0.00341815,0.00607672,0.0072161,0.414356,0.220661
24031012-003,3810,0.389501,0.0015748,0.00656168,0.00472441,0.384514,0.213123
24031012-004,2449,0.382605,0.00204165,0.00571662,0.0110249,0.370764,0.227848
24031012-005,3152,0.457487,0.00253807,0.00761421,0.00475888,0.286802,0.240799
24031013-001,2414,0.615576,0.00289975,0.00538525,0.00538525,0.154101,0.216653
24031013-002,5508,0.64252,0.0023602,0.00472041,0.00453885,0.124909,0.220951
24031013-003,2306,0.647441,0.00260191,0.00216826,0.00650477,0.162186,0.179098
24031013-004,3309,0.798429,0.00211544,0.00392868,0.00362647,0.0432155,0.148685
24031013-005,3915,0.732312,0.00153257,0.00408685,0.00740741,0.0664112,0.18825
24031013-006,2516,0.841415,0.00675676,0.00357711,0.00397456,0.0278219,0.116455
24031013-007,2626,0.733054,0.00152323,0.00266565,0.00456969,0.0936786,0.164509
24031013-008,2576,0.759317,0.00349379,0.00621118,0.00465839,0.0632764,0.163043
24031013-010,2046,0.731672,0.00195503,0.0083089,0.0058651,0.0571848,0.195015
24031013-011,3188,0.68005,0.00188206,0.00345044,0.00564617,0.119197,0.189774
24031013-013,2809,0.738341,0.00605198,0.00676397,0.00889996,0.0626557,0.177287
24031013-014,2841,0.734249,0.00351989,0.00281591,0.00563182,0.101725,0.152059
24031013-015,4340,0.717512,0.00276498,0.00345622,0.00599078,0.0912442,0.179032
24031013-016,2262,0.763484,0.000884173,0.00530504,0.0066313,0.0649867,0.158709
24031013-018,2262,0.741821,0.00530504,0.00309461,0.00397878,0.0862069,0.159593
24031013-019,2260,0.673894,0.00309735,0.00442478,0.00309735,0.128761,0.186726
24031013-020,2272,0.550616,0.000440141,0.00440141,0.00352113,0.242958,0.198063
24031013-021,3789,0.783848,0.00633413,0.00475059,0.00791766,0.0398522,0.157297
24031013-022,3108,0.7426,0.00643501,0.00546976,0.00579151,0.0550193,0.184685
24031013-023,2628,0.638128,0.00266362,0.00152207,0.00494673,0.16895,0.18379
24031013-024,2275,0.684835,0.00263736,0.00351648,0.00351648,0.122198,0.183297
24031013-025,3417,0.649693,0.00204858,0.0064384,0.00497512,0.117354,0.219491
24031013-027,2779,0.655272,0.00179921,0.0043181,0.00755668,0.123786,0.207269
24031013-028,1826,0.661008,0.00273823,0.00383352,0.00657174,0.129792,0.196057
24031013-029,2951,0.668248,0.00406642,0.00474415,0.00677736,0.112165,0.203999
24031013-030,2877,0.679875,0.00382343,0.00521376,0.00556135,0.108794,0.196733
24031013-031,1735,0.683573,0.00230548,0.00403458,0.00576369,0.112392,0.191931
24031013-032,3601,0.700361,0.0013885,0.00416551,0.00805332,0.0869203,0.199111
24031013-033,2057,0.636364,0.00194458,0.00194458,0.00388916,0.160428,0.19543
24031013-034,2243,0.639322,0.00401248,0.00267499,0.00534998,0.164512,0.184128
24031013-035,2608,0.648773,0.00383436,0.00383436,0.00843558,0.139954,0.195169
24031013-036,2586,0.644238,0.00425367,0.00464037,0.00850735,0.123743,0.214617
24031013-037,1868,0.602784,0.001606,0.00642398,0.00749465,0.173983,0.207709
24031013-038,4366,0.535731,0.00137426,0.00549702,0.00641319,0.254237,0.196748
24031013-039,2267,0.699603,0.00176445,0.00264667,0.00705779,0.0943979,0.19453
24031013-040,2275,0.601319,0.00307692,0.00791209,0.00879121,0.165714,0.213187
24031013-042,1437,0.674322,0.00278358,0.00417537,0.00417537,0.109255,0.205289
24031013-043,2173,0.596871,0.00460193,0.00828348,0.00828348,0.162908,0.219052
24031013-044,3184,0.666771,0.00439698,0.00565327,0.00722362,0.120289,0.195666
24031013-045,1670,0.6,0.00239521,0.00538922,0.00419162,0.167066,0.220958
24031013-046,2191,0.513464,0.00273848,0.0036513,0.00958466,0.25696,0.213601
24031013-047,4157,0.735146,0.0028867,0.00481116,0.00793842,0.0567717,0.192446
24031013-049,1752,0.707192,0.00228311,0.00228311,0.00799087,0.111301,0.16895
24031013-050,2212,0.786618,0.00316456,0.0022604,0.00587703,0.0637432,0.138336
24031013-051,3001,0.577807,0.00266578,0.00499833,0.00533156,0.180273,0.228924
24031013-052,2182,0.569661,0.00183318,0.00549954,0.00687443,0.216315,0.199817
24031013-053,1731,0.633738,0.00519931,0.00519931,0.00462161,0.152513,0.198729
24031013-054,2574,0.629371,0.0011655,0.001554,0.0135975,0.216006,0.138306
24031013-055,1723,0.751016,0.00232153,0.00406268,0.00290192,0.0690656,0.170633
24031013-056,3390,0.658407,0.00176991,0.00324484,0.00884956,0.134218,0.19351
24031013-057,1133,0.661077,0.000882613,0.00264784,0.00970874,0.13504,0.190644
24031013-058,3751,0.672087,0.00399893,0.00453212,0.00533191,0.121301,0.192749
24031013-059,1753,0.640046,0.0034227,0.00399315,0.00741586,0.131204,0.213919
24031013-060,50,0.26,0,0.04,0.02,0.24,0.44
24031013-061,5217,0.643857,0.00325858,0.00364194,0.00690052,0.143377,0.198965
24031013-063,1149,0.624891,0.00261097,0.00348129,0.00870322,0.137511,0.222802
24031013-064,3009,0.732137,0.00232635,0.00598205,0.00531738,0.0648056,0.189432
24031013-065,1748,0.71167,0.00171625,0.00457666,0.00457666,0.0606407,0.216819
24031013-067,1689,0.808763,0.0071048,0.00473653,0.00769686,0.0313795,0.14032
24031013-068,2094,0.758835,0.00382044,0.00286533,0.00573066,0.056829,0.17192
24031013-069,2374,0.652485,0,0.00126369,0.0139006,0.203454,0.128896
24031013-070,193,0.595855,0,0,0.015544,0.129534,0.259067
24031013-071,2038,0.649657,0.000490677,0.00196271,0.0107949,0.230128,0.106968
24033001-001,3660,0.665847,0.00136612,0.00327869,0.0202186,0.134973,0.174317
24033001-002,1510,0.603974,0.00264901,0.00927152,0.0278146,0.150331,0.20596
24033001-003,2977,0.760497,0.000671817,0.00268727,0.0238495,0.0665099,0.145784
24033001-004,2410,0.613278,0.0033195,0.00622407,0.026556,0.172199,0.178423
24033001-005,2481,0.611044,0.00403063,0.0044337,0.0366788,0.173317,0.170496
24033001-006,1581,0.749526,0.00316256,0.00316256,0.0227704,0.0759013,0.145478
24033001-007,1523,0.683519,0.0013132,0,0.0203546,0.209455,0.0853578
24033001-008,685,0.656934,0.00145985,0.00729927,0.0262774,0.115328,0.192701
24033002-001,1638,0.826618,0.0030525,0.003663,0.019536,0.0409035,0.106227
24033002-002,1387,0.759913,0.00576784,0.00504686,0.0295602,0.0591204,0.140591
24033002-003,2485,0.772636,0.00402414,0.00160966,0.0249497,0.0796781,0.117103
24033002-004,1534,0.767927,0.00130378,0.0065189,0.0267275,0.0684485,0.129074
24033002-005,1498,0.730307,0.00333778,0.0046729,0.0320427,0.0974633,0.132176
24033002-006,2913,0.801922,0.000686577,0.00274631,0.0233436,0.053553,0.117748
24033002-007,1932,0.714286,0.00207039,0.0015528,0.0175983,0.128882,0.135611
24033002-008,3710,0.819677,0.00215633,0.00269542,0.0148248,0.0477089,0.112938
24033002-009,2981,0.819188,0.00100637,0.00369004,0.0164374,0.0436095,0.116068
24033002-010,2035,0.797052,0.0019656,0.0029484,0.0186732,0.0579853,0.121376
24033003-001,1216,0.708882,0.00328947,0.00575658,0.015625,0.152138,0.114309
24033003-002,3190,0.829467,0.000626959,0.00282132,0.0125392,0.0586207,0.0959248
24033003-003,4915,0.826857,0.000203459,0.00101729,0.00671414,0.0472024,0.118006
24033003-004,2609,0.856267,0.00191644,0.00114987,0.017248,0.0406286,0.0827903
24033003-005,2610,0.844061,0.000383142,0.000766284,0.0137931,0.0367816,0.104215
24033003-006,3194,0.863807,0.000313087,0.00219161,0.0122104,0.0247339,0.0967439
24033003-007,561,0.853832,0,0.00178253,0.0213904,0.030303,0.0926916
24033003-008,297,0.494949,0,0.010101,0.040404,0.272727,0.181818
24033004-001,1911,0.552067,0.00156986,0.00732601,0.021978,0.276818,0.140241
24033005-001,4720,0.772034,0.00169492,0.00338983,0.0150424,0.0832627,0.124576
24033005-002,2002,0.819181,0.001998,0.002997,0.0224775,0.0509491,0.102398
24033005-003,2621,0.835559,0.0022892,0.00190767,0.0160244,0.0518886,0.0923312
24033005-004,3249,0.855648,0.0024623,0.00184672,0.0153894,0.043398,0.0812558
24033005-005,3649,0.791724,0.00109619,0.00219238,0.0211017,0.0712524,0.112634
24033005-006,3203,0.820169,0.00156104,0.00218545,0.0156104,0.0605682,0.0999063
24033005-007,3451,0.79745,0.00115908,0.00115908,0.0194147,0.0820052,0.0988119
24033005-008,2162,0.666512,0.00323774,0.00277521,0.0272895,0.159574,0.140611
24033005-009,573,0.804538,0,0.0017452,0.0157068,0.061082,0.116928
24033005-010,1181,0.746825,0,0.00254022,0.019475,0.104149,0.127011
24033005-011,2142,0.8338,0.000933707,0.000933707,0.015873,0.0485528,0.0999066
24033005-012,3154,0.802156,0.00253646,0.00253646,0.0133164,0.0649968,0.114458
24033006-001,3578,0.861655,0.0019564,0.00223589,0.0212409,0.0349357,0.0779765
24033006-002,1240,0.828226,0,0,0.0225806,0.0596774,0.0895161
24033006-003,3939,0.860625,0.00126936,0.00126936,0.0210713,0.0264026,0.0893628
24033006-004,3200,0.864688,0.0009375,0.0021875,0.0115625,0.0271875,0.0934375
24033006-005,2031,0.870015,0.000984737,0.000984737,0.0177253,0.0300345,0.080256
24033006-006,3013,0.854962,0.00232327,0.00132758,0.0155991,0.0308662,0.094922
24033006-007,3256,0.842445,0.0012285,0.00184275,0.0165848,0.0288698,0.109029
24033006-008,1994,0.87011,0.00100301,0.00150451,0.0220662,0.0280843,0.0772317
24033006-009,2254,0.868678,0.000887311,0.00221828,0.015528,0.0292813,0.0834073
24033006-010,2925,0.868376,0.000683761,0.0034188,0.017094,0.0300855,0.0803419
24033006-011,2443,0.876791,0.000409333,0.00163733,0.017192,0.0278346,0.0761359
24033006-012,1983,0.871911,0.00252143,0.00201715,0.0156329,0.02471,0.0832073
24033006-013,2530,0.820949,0.00158103,0.00197628,0.0217391,0.0612648,0.0924901
24033006-014,433,0.86836,0,0.00230947,0.0254042,0.0461894,0.0577367
24033006-015,3126,0.881638,0.00223928,0.000639795,0.0140755,0.0236724,0.0777351
24033006-016,3246,0.860752,0.000924214,0.0021565,0.0163278,0.0323475,0.0874923
24033006-017,3698,0.869118,0.00135208,0.000811249,0.022715,0.0267712,0.079232
24033006-018,2205,0.827664,0.00136054,0.00136054,0.0176871,0.0530612,0.0988662
24033006-019,2413,0.877331,0.00165769,0.00207211,0.0116038,0.0248653,0.08247
24033006-020,3106,0.888281,0.000643915,0.00128783,0.015132,0.022537,0.0721185
24033006-021,545,0.869725,0,0.00183486,0.0238532,0.0220183,0.0825688
24033006-022,3936,0.877795,0.00152439,0.00152439,0.0137195,0.0276931,0.0777439
24033006-023,1758,0.862344,0.00227531,0.000568828,0.0193402,0.0369738,0.0784983
24033006-024,895,0.867039,0,0.00335196,0.0111732,0.0212291,0.0972067
24033006-025,357,0.907563,0,0,0,0.0140056,0.0784314
24033006-026,1592,0.879397,0.00125628,0.00251256,0.00816583,0.0194724,0.089196
24033006-027,1274,0.783359,0.00156986,0.00392465,0.0266876,0.0659341,0.118524
24033006-028,841,0.826397,0.00118906,0.00356718,0.0154578,0.0606421,0.0927467
24033006-029,812,0.884236,0.00123153,0.00492611,0.0172414,0.0258621,0.0665025
24033007-001,932,0.812232,0,0.00107296,0.0160944,0.0536481,0.116953
24033007-002,1491,0.525822,0.00201207,0.00603622,0.0321932,0.256204,0.177733
24033007-003,1902,0.553628,0.00210305,0.00578339,0.0236593,0.247108,0.167718
24033007-004,2009,0.523644,0.00298656,0.00647088,0.0278746,0.267297,0.171727
24033007-005,2436,0.588259,0.00123153,0.00574713,0.0238095,0.219622,0.16133
24033007-006,2296,0.720819,0.00130662,0.00522648,0.0191638,0.127178,0.126307
24033007-007,3026,0.707535,0.00132188,0.00231328,0.0165235,0.116325,0.155981
24033007-008,2139,0.723235,0.00233754,0.00140252,0.0149603,0.0986442,0.15942
24033007-009,4064,0.826772,0.000738189,0.00147638,0.0162402,0.0504429,0.104331
24033007-010,3827,0.784165,0.000783904,0.00235171,0.0120199,0.0776065,0.123073
24033007-011,4241,0.882339,0.000471587,0.000471587,0.014855,0.0271162,0.0747465
24033007-012,2674,0.875841,0.000747943,0.00186986,0.0175767,0.0186986,0.0852655
24033007-013,2457,0.842898,0.001628,0.002442,0.015873,0.041107,0.0960521
24033007-014,1735,0.673775,0.00288184,0.00461095,0.0195965,0.155043,0.144092
24033007-015,1869,0.865169,0.000535045,0.00214018,0.011771,0.0283574,0.0920278
24033007-016,1598,0.67209,0.00125156,0.00438048,0.0187735,0.148936,0.154568
24033007-017,1474,0.789009,0.00135685,0.00135685,0.0115332,0.0705563,0.126187
24033007-018,484,0.752066,0.00413223,0.00206612,0.00826446,0.0785124,0.154959
24033007-019,219,0.739726,0,0.00456621,0.0319635,0.086758,0.136986
24033007-020,383,0.650131,0,0.00522193,0.0234987,0.159269,0.16188
24033007-021,674,0.571217,0,0.00296736,0.0400593,0.194362,0.191395
24033007-022,4584,0.788831,0.0013089,0.0030541,0.0102531,0.0591187,0.137435
24033007-023,1781,0.854576,0.000561482,0.00168445,0.00449186,0.0280741,0.110612
24033007-024,549,0.695811,0,0.00364299,0.0127505,0.125683,0.162113
24033008-001,1512,0.577381,0.00396825,0.00198413,0.0297619,0.248677,0.138228
24033009-001,3860,0.853368,0.00103627,0.0015544,0.0199482,0.0463731,0.0777202
24033009-002,1212,0.855611,0.00165017,0.00247525,0.0123762,0.0429043,0.0849835
24033009-003,540,0.490741,0.0037037,0.012963,0.0166667,0.190741,0.285185
24033009-004,2240,0.834375,0.000892857,0.000892857,0.0191964,0.0638393,0.0808036
24033009-005,2928,0.836407,0.00170765,0.00239071,0.0256148,0.0358607,0.0980191
24033009-006,3463,0.852729,0.00144383,0.0025989,0.0144383,0.0424487,0.0863413
24033009-007,3742,0.87039,0.000534474,0.00187066,0.0136291,0.04062,0.0729556
24033009-008,5279,0.859254,0.000568289,0.00151544,0.0132601,0.0430006,0.082402
24033009-009,1484,0.761456,0.00134771,0.00404313,0.0208895,0.101752,0.110512
24033009-010,2425,0.816495,0.00123711,0.00206186,0.0197938,0.0635052,0.0969072
24033009-011,3968,0.801915,0.00201613,0.00277218,0.0201613,0.0607359,0.112399
24033009-012,210,0.838095,0.0047619,0,0.0238095,0.047619,0.0857143
24033009-013,2481,0.857719,0,0.00120919,0.0181378,0.0390971,0.0838372
24033009-014,0,0,0,0,0,0,0
24033009-015,2,1,0,0,0,0,0
24033010-001,1538,0.739922,0.00195059,0.00390117,0.0156047,0.0825748,0.156047
24033010-002,3769,0.68692,0.00344919,0.00583709,0.0222871,0.109313,0.172194
24033010-003,1924,0.634615,0.00519751,0.00363825,0.0239085,0.156965,0.175676
24033010-004,2702,0.761658,0.00148038,0.00444115,0.0173945,0.07698,0.138046
24033010-005,3496,0.53833,0.00314645,0.00772311,0.0286041,0.243993,0.178204
24033010-006,4112,0.727626,0.00243191,0.00486381,0.0252918,0.0902237,0.149562
24033010-007,1970,0.717259,0.00304569,0.00152284,0.0238579,0.106091,0.148223
24033010-008,1811,0.679735,0.00165654,0.00331309,0.0254003,0.126449,0.163446
24033010-009,2629,0.736021,0.00304298,0.00456447,0.0125523,0.083682,0.160137
24033010-010,1738,0.705409,0.00287687,0.00345224,0.0310702,0.102417,0.154776
24033010-011,2272,0.734155,0.00132042,0.00132042,0.0264085,0.0990317,0.137764
24033010-012,4914,0.71571,0.002442,0.00732601,0.019536,0.0913716,0.163614
24033010-013,4728,0.718909,0.00211506,0.00211506,0.0148054,0.107022,0.155034
24033010-014,954,0.840671,0.00314465,0.00419287,0.00209644,0.0293501,0.120545
24033011-001,3110,0.759164,0.00096463,0.00192926,0.0202572,0.0993569,0.118328
24033011-002,3064,0.798956,0.00163185,0.0022846,0.0192559,0.0786554,0.0992167
24033011-003,3548,0.822999,0.000563698,0.000563698,0.0157835,0.057779,0.102311
24033011-004,5075,0.782463,0.00118227,0.00334975,0.0110345,0.0833498,0.118621
24033011-005,491,0.784114,0,0.00407332,0.0162933,0.0835031,0.112016
24033012-001,1810,0.78011,0.00165746,0.00165746,0.0209945,0.0928177,0.102762
24033012-002,1777,0.826111,0.00168824,0.00112549,0.0208216,0.0506472,0.0996061
24033012-003,2246,0.871772,0.00222618,0.00133571,0.0124666,0.0267142,0.0854853
24033012-004,3542,0.857708,0.00112931,0.00169396,0.0191982,0.0319029,0.0883682
24033012-005,3020,0.801987,0.00165563,0.00331126,0.0195364,0.0586093,0.114901
24033012-006,3234,0.867347,0.000309215,0.00123686,0.0157699,0.0281385,0.0871985
24033012-007,2282,0.866784,0.00131464,0.0035057,0.014461,0.0376862,0.0762489
24033012-008,2150,0.86,0.00139535,0.00139535,0.0213953,0.0348837,0.0809302
24033012-009,3059,0.858777,0.00261523,0.00130762,0.016999,0.0215757,0.0987251
24033012-010,3950,0.743544,0.000759494,0.00329114,0.0207595,0.0875949,0.144051
24033012-011,3983,0.833291,0.00125534,0.00401707,0.0168215,0.0401707,0.104444
24033012-012,2990,0.858863,0.00100334,0.00267559,0.0170569,0.0327759,0.0876254
24033012-013,3443,0.884694,0.000580889,0.00232356,0.0206216,0.0223642,0.0694162
24033012-014,2437,0.800164,0.0020517,0.00369307,0.0196963,0.0693476,0.105047
24033012-015,2651,0.861562,0.00150886,0.0022633,0.0124481,0.0298001,0.092418
24033012-016,2227,0.86529,0.00179614,0.00224517,0.0148181,0.0300853,0.0857656
24033012-017,468,0.888889,0,0.00213675,0.017094,0.0299145,0.0619658
24033012-018,440,0.815909,0,0,0.0227273,0.0681818,0.0931818
24033013-001,834,0.852518,0.00119904,0.00239808,0.00959233,0.0251799,0.109113
24033013-002,2501,0.860456,0.00359856,0.00279888,0.017593,0.0255898,0.089964
24033013-003,1663,0.867108,0.000601323,0,0.0240529,0.0240529,0.0841852
24033013-004,1408,0.854403,0.000710227,0.00213068,0.0170455,0.0241477,0.101562
24033013-005,3419,0.846739,0.00087745,0.0017549,0.0213513,0.0406552,0.0886224
24033013-006,2857,0.866643,0,0.00280014,0.0185509,0.0276514,0.0843542
24033013-007,5356,0.868745,0.00112024,0.00186706,0.0153099,0.0238984,0.089059
24033013-008,1430,0.858741,0.0020979,0.0020979,0.0230769,0.0286713,0.0853147
24033013-009,3285,0.854186,0.000304414,0,0.0188737,0.0270928,0.0995434
24033013-010,4776,0.853434,0.000628141,0.00293132,0.0121441,0.0219849,0.108878
24033013-011,3008,0.856051,0.00166223,0.00166223,0.0199468,0.0299202,0.090758
24033013-012,3342,0.859665,0.000598444,0.00209455,0.0233393,0.0239378,0.0903651
24033013-013,2128,0.868891,0,0.00093985,0.0136278,0.0272556,0.0892857
24033013-014,3985,0.849435,0.000501882,0.00125471,0.00752823,0.0273526,0.113927
24033013-015,3715,0.820727,0.00188425,0.0013459,0.0220727,0.0503365,0.103634
24033013-016,3033,0.870755,0.000659413,0.00329707,0.0098912,0.0211012,0.0942961
24033013-017,1965,0.860051,0.00152672,0.00203562,0.0183206,0.0315522,0.086514
24033013-018,1379,0.881798,0.000725163,0.000725163,0.0181291,0.0224801,0.0761421
24033013-019,106,0.839623,0,0,0.0188679,0.0566038,0.0849057
24033013-020,634,0.851735,0,0.00157729,0.0157729,0.0299685,0.100946
24033013-021,1580,0.83481,0,0.00253165,0.0132911,0.0259494,0.123418
24033013-022,840,0.872619,0.00119048,0.00119048,0.0202381,0.0190476,0.0857143
24033013-023,781,0.87452,0,0.00256082,0.0256082,0.0243278,0.0729834
24033013-024,976,0.862705,0,0.00102459,0.0194672,0.0204918,0.0963115
24033013-025,316,0.85443,0,0,0.0126582,0.0443038,0.0886076
24033014-001,2730,0.718315,0.0018315,0.003663,0.0260073,0.118681,0.131502
24033014-002,3812,0.808762,0.00236097,0.00131165,0.0170514,0.0508919,0.119622
24033014-003,2176,0.538603,0.000919118,0.00597426,0.0321691,0.262408,0.159926
24033014-004,1946,0.549846,0.00359712,0.00359712,0.0236382,0.257451,0.161871
24033014-005,1655,0.554079,0.00060423,0.00664653,0.0229607,0.247734,0.167976
24033014-006,1507,0.489051,0.00132714,0.0066357,0.0311878,0.293298,0.1785
